link,title,writer
https://sports.yahoo.com/news/nxts-eric-young-cool-bobby-roodes-predators-playoff-anthem-172536354.html,Is NXT’s Eric Young cool with Bobby Roode’s Predators playoff anthem?,greg
https://sports.yahoo.com/news/stanley-cup-final-better-narrative-070827755.html,Stanley Cup Final: Who has the better narrative?,greg
https://sports.yahoo.com/news/penguins-eliminate-senators-double-ot-game-7-classic-040059978.html,Penguins eliminate Senators in double-OT Game 7 classic,greg
https://sports.yahoo.com/news/erik-karlsson-nearly-pulled-off-impossible-vs-penguins-061729914.html,Erik Karlsson nearly pulled off the impossible vs. Penguins,greg
https://sports.yahoo.com/news/stanley-cup-final-5-intriguing-things-penguins-vs-predators-120420556.html,Stanley Cup Final: 5 intriguing things about Penguins vs. Predators,greg
https://sports.yahoo.com/nhl/blog/puck_daddy/post/steve-ott-says-friendly-bet-led-to-giroux-faceoff-taunt-on-hbo?urn=nhl%2Cwp21050,Steve Ott says friendly bet led to Giroux faceoff taunt on HBO,greg
https://sports.yahoo.com/mlb/blog/big_league_stew/post/Phield-Trip-Thousands-of-Phillies-fans-invade-N?urn=mlb%2C232296,Phield Trip! Thousands of Phillies fans invade Nationals Park,greg
https://sports.yahoo.com/nfl/blog/shutdown_corner/post/Camp-Sunshine-Drew-Rosenhaus-s-Twitter-feed?urn=nfl%2C163191,Camp Sunshine: Drew Rosenhaus's Twitter feed,greg
https://sports.yahoo.com/news/bruins-sabres-devils-among-adidas-nhl-jersey-makeovers-report-134359661.html,"Bruins, Sabres, Devils among Adidas NHL jersey makeovers: Report",greg
https://sports.yahoo.com/news/titans-player-cut-finger-beer-not-catfish-predators-game-162532079.html,"Titans player cut finger on beer, not catfish, at Predators game",greg
https://sports.yahoo.com/news/puck-soup-charlotte-wilder-nashville-predators-love-podcast-173233161.html,Puck Soup: Charlotte Wilder and Nashville Predators love (Podcast),greg
https://sports.yahoo.com/news/penguins-senators-pre-game-7-speeches-175838104.html,"Penguins, Senators on their pre-Game 7 speeches",greg
https://sports.yahoo.com/news/senators-owner-says-dont-blame-empty-seats-201442695.html,Senators owner says don’t blame him for empty seats,greg
https://sports.yahoo.com/news/penguins-confident-can-beat-craig-anderson-game-7-043659679.html,Penguins confident they can beat Craig Anderson in Game 7,greg
https://sports.yahoo.com/news/sidney-crosby-abused-senators-including-water-bottle-shower-145710815.html,"Sidney Crosby abused by Senators, including water bottle shower",greg
https://sports.yahoo.com/news/craig-anderson-senators-force-game-7-vs-penguins-030330700.html,"Craig Anderson, Senators force Game 7 vs. Penguins",greg
https://sports.yahoo.com/news/kyle-dubas-maple-leafs-will-interview-avalanche-report-024151049.html,Kyle Dubas of Maple Leafs will interview with Avalanche: Report,greg
https://sports.yahoo.com/news/penguins-lose-goal-ottawa-coachs-challenge-game-6-video-020332469.html,Penguins lose goal on Ottawa coach’s challenge in Game 6 (Video),greg
https://ca.sports.yahoo.com/nhl/blog/puck_daddy/post/Why-the-Atlanta-Thrashers-aren-t-relocating-to-C?urn=nhl-293195,Why the Atlanta Thrashers aren't relocating to Canada,greg
https://sports.yahoo.com/news/ducks-complain-playoff-schedule-elimination-050644985.html,Ducks complain about playoff schedule after elimination,greg
https://sports.yahoo.com/news/pekka-rinne-silences-critics-predators-stanley-cup-final-quest-124913089.html,Pekka Rinne silences critics on Predators' Stanley Cup Final quest,greg
https://sports.yahoo.com/news/nashville-hockey-town-canada-totally-wrong-160047701.html,"Nashville is a hockey town, so Canada was totally wrong",greg
https://sports.yahoo.com/news/avalanche-clear-last-traces-patrick-roy-staff-including-allaire-201344890.html,"Avalanche clear out last traces of Patrick Roy staff, including Allaire",greg
https://sports.yahoo.com/news/nashville-predators-touch-conference-trophy-tempt-fate-033019556.html,"Did the Nashville Predators touch conference trophy, tempt fate?",greg
https://sports.yahoo.com/news/nashville-predators-will-play-stanley-cup-oust-ducks-game-6-025719135.html,"Nashville Predators will play for Stanley Cup, oust Ducks in Game 6",greg
https://sports.yahoo.com/news/nick-ritchie-ejected-game-6-hit-leaves-bloody-r-arvidsson-video-005733878.html,"Nick Ritchie ejected for Game 6 hit, leaves bloody ‘R’ on Arvidsson (Video)",greg
https://sports.yahoo.com/news/conn-smythe-watch-sidney-crosby-mvp-154030391.html,Conn Smythe Watch: Should Sidney Crosby be the MVP?,greg
https://sports.yahoo.com/news/can-play-confused-nhls-gay-slur-double-standard-getzlaf-203156047.html,You Can Play confused by NHL’s gay slur double standard on Getzlaf,greg
https://sports.yahoo.com/news/corey-perrys-big-dumb-jerk-deserve-nhl-suspension-160055888.html,Does Corey Perry’s big dumb jerk deserve NHL suspension?,greg
https://sports.yahoo.com/news/marek-vs-wyshynski-colby-armstrong-penguins-woes-130043848.html,Marek vs. Wyshynski: Colby Armstrong and Penguins woes,greg
https://sports.yahoo.com/news/praise-randy-carlyle-shocked-191751647.html,In praise of Randy Carlyle (and we’re as shocked as you are),greg
https://sports.yahoo.com/news/ryan-johansen-done-stanley-cup-playoffs-leg-injury-222148010.html,Ryan Johansen done for Stanley Cup Playoffs after leg injury,greg
https://sports.yahoo.com/news/nhl-reveals-20-greatest-teams-time-fan-vote-continues-141959182.html,"NHL reveals 20 greatest teams of all-time, as fan vote continues",greg
https://sports.yahoo.com/news/puck-soup-salty-anthem-singers-phil-kessel-babies-guardians-review-podcast-145300054.html,"Puck Soup: Salty anthem singers, Phil Kessel babies, 'Guardians' review (Podcast)",greg
https://sports.yahoo.com/news/mike-sullivan-penguins-coach-heavy-lifting-ahead-155009443.html,"Mike Sullivan, Penguins coach, has some heavy lifting ahead",greg
https://sports.yahoo.com/news/mike-ribeiro-relapses-hockey-future-doubt-agent-165640978.html,"Mike Ribeiro relapses, hockey future in doubt: Agent",greg
https://sports.yahoo.com/news/jeremy-roenick-apologize-senators-fans-185545342.html,So when does Jeremy Roenick apologize to Senators fans?,greg
https://sports.yahoo.com/news/behind-nashville-predators-obsession-stanley-dog-211116402.html,"Behind Stanley The Dog, Nashville Predators’ animal inspiration",greg
https://sports.yahoo.com/news/senators-dominate-penguins-game-3-take-series-lead-025942418.html,"Senators dominate Penguins in Game 3, take series lead",greg
https://sports.yahoo.com/news/marc-andre-fleury-pulled-game-3-four-goal-barrage-010448036.html,Marc-Andre Fleury pulled in Game 3 after four-goal barrage,greg
https://sports.yahoo.com/golf/blog/golf_experts/post/Jerry-Rice-disqualified-for-using-range-finder?urn=golf%2C241196,Jerry Rice disqualified for using range finder,greg
https://sports.yahoo.com/news/delusional-nashville-anthem-singer-upset-country-stars-133254892.html,Delusional Nashville anthem singer upset over country stars,greg
https://sports.yahoo.com/news/tampa-bay-lightning-expected-host-2018-nhl-star-game-161755078.html,Tampa Bay Lightning expected to host 2018 NHL All-Star Game,greg
https://sports.yahoo.com/news/penguins-coach-defends-phil-kessel-emotional-bench-guy-201713127.html,"Penguins coach defends Phil Kessel, Emotional Bench Guy",greg
https://sports.yahoo.com/news/predators-fans-defend-jilted-anthem-singer-vs-carrie-underwood-county-stars-210832348.html,"Predators fans defend jilted anthem singer vs. Carrie Underwood, county stars",greg
https://sports.yahoo.com/news/ryan-kesler-embarrassed-ryan-johansen-least-head-153348981.html,"Ryan Kesler has embarrassed Ryan Johansen, at least in his head",greg
https://sports.yahoo.com/news/stars-gm-defends-bishop-contract-checks-goalie-purge-options-171540852.html,"Stars GM defends Bishop contract, checks goalie purge options",greg
https://sports.yahoo.com/news/rest-canada-join-ottawa-senators-bandwagon-roundtable-194815305.html,Should the rest of Canada join Ottawa Senators bandwagon? (Roundtable),greg
https://sports.yahoo.com/news/ducks-win-thrilling-game-2-vs-predators-even-series-022925681.html,"Ducks win thrilling Game 2 vs. Predators, even series",greg
https://sports.yahoo.com/nba/blog/ball_dont_lie/post/let-jared-jeffries-entertain-you-please?urn=nba%2Cwp3822,"Let Jared Jeffries entertain you, please",greg
https://sports.yahoo.com/nhl/blog/puck_daddy/post/Malkin-Ovechkin-shouldn-t-behave-that-way-the-?urn=nhl%2C134690,Malkin: 'Ovechkin shouldn't behave that way the next time',greg
https://sports.yahoo.com/news/predators-take-game-1-ot-goal-off-corey-perry-043921806.html,Predators take Game 1 in OT on goal off Corey Perry,greg
https://sports.yahoo.com/news/eastern-conference-final-preview-pittsburgh-penguins-vs-ottawa-senators-155103484.html,Eastern Conference Final Preview: Pittsburgh Penguins vs. Ottawa Senators,greg
https://sports.yahoo.com/news/thomas-greiss-slammed-meme-comparing-clinton-hitler-183537843.html,Thomas Greiss slammed for meme comparing Clinton with Hitler,greg
https://sports.yahoo.com/news/new-nhl-stanley-cup-commercial-spells-video-132505114.html,New NHL Stanley Cup commercial spells it out for you (Video),greg
https://sports.yahoo.com/news/predators-will-beat-ducks-win-west-video-135019995.html,"Why the Predators will beat Ducks, win West (Video)",greg
https://sports.yahoo.com/news/alex-ovechkin-reveals-injuries-slowed-vs-penguins-153156945.html,Alex Ovechkin reveals injuries that slowed him vs. Penguins,greg
https://sports.yahoo.com/news/kyle-okposo-intensive-care-medical-mystery-solved-155702028.html,Kyle Okposo intensive care medical mystery solved?,greg
https://sports.yahoo.com/news/conn-smythe-watch-rinne-karlsson-lead-mvp-race-190243712.html,"Conn Smythe Watch: Rinne, Karlsson lead MVP race",greg
https://sports.yahoo.com/news/puck-daddys-stanley-cup-playoffs-round-3-predictions-210107133.html,Puck Daddy’s Stanley Cup Playoffs Round 3 predictions,greg
https://sports.yahoo.com/mlb/blog/big_league_stew/post/video-cardinals-fan-shows-pride-with-sweet-prosthetic-leg?urn=mlb%2Cwp23873,Video: Cardinals fan shows pride with sweet prosthetic leg,greg
https://sports.yahoo.com/news/alex-ovechkin-another-playoff-failure-wasted-year-042838238.html,"For Alex Ovechkin, another playoff failure and wasted year",greg
https://sports.yahoo.com/news/marc-andre-fleury-stroke-brilliance-penguins-123558392.html,"Marc-Andre Fleury, a stroke of brilliance for Penguins",greg
https://sports.yahoo.com/news/penguins-eliminate-capitals-game-7-continue-domination-020657346.html,"Penguins eliminate Capitals in Game 7, continue domination",greg
https://sports.yahoo.com/news/marc-andre-fleury-loves-stick-robbing-ovechkin-video-013103486.html,Marc-Andre Fleury loves his stick after robbing Ovechkin (Video),greg
https://sports.yahoo.com/news/justin-williams-mr-game-7-time-arrived-171434300.html,Justin Williams is Mr. Game 7 and his time has arrived,greg
https://sports.yahoo.com/news/matt-murray-healthy-penguins-mindset-game-7-174506257.html,"Matt Murray healthy, as is Penguins’ mindset before Game 7",greg
https://sports.yahoo.com/news/game-7-five-keys-pittsburgh-penguins-vs-washington-capitals-204457132.html,Game 7: Five keys for Pittsburgh Penguins vs. Washington Capitals,greg
https://sports.yahoo.com/news/carl-hagelin-penguins-game-7-vs-capitals-231953549.html,Carl Hagelin of Penguins out for Game 7 vs. Capitals,greg
https://sports.yahoo.com/news/capitals-needed-playoff-near-death-earn-new-life-game-7-042533508.html,"Capitals needed playoff near-death to earn new life, Game 7",greg
https://sports.yahoo.com/news/charles-barkley-rather-watch-stanley-cup-playoffs-nba-playoffs-130643041.html,Charles Barkley would rather watch Stanley Cup Playoffs than NBA Playoffs,greg
https://sports.yahoo.com/news/sidney-crosby-nhls-playoff-concussion-disaster-151817596.html,Sidney Crosby and the NHL's playoff concussion disaster,greg
https://sports.yahoo.com/news/ben-bishops-rights-dallas-stars-trying-fix-goalie-mess-215946074.html,"Ben Bishop’s rights to Dallas Stars, trying to fix goalie mess",greg
https://sports.yahoo.com/news/capitals-force-game-7-dominating-penguins-5-2-021423019.html,"Capitals force Game 7 after dominating Penguins, 5-2",greg
https://sports.yahoo.com/news/sidney-crosby-crashes-headfirst-concussion-spotters-ignore-005300848.html,"Sidney Crosby crashes headfirst, concussion spotters ignore it",greg
https://sports.yahoo.com/news/five-reasons-nashville-predators-play-cup-video-140018955.html,Five reasons why Nashville Predators should play for Cup (Video),greg
https://sports.yahoo.com/news/game-6-reunion-penguins-hbk-line-vs-capitals-170034988.html,Game 6 reunion for Penguins’ HBK Line vs. Capitals?,greg
https://sports.yahoo.com/news/greatest-stanley-cup-champion-time-194507650.html,Who is the greatest Stanley Cup champion of all-time?,greg
https://sports.yahoo.com/news/leon-draisaitl-connor-mcdavid-oilers-stage-two-man-show-211824030.html,"Leon Draisaitl, Connor McDavid and how Oilers stage two-man show",greg
https://sports.yahoo.com/news/vegas-golden-knights-nhl-draft-hats-leak-offer-jersey-hint-234306082.html,"Vegas Golden Knights NHL Draft hats leak, offer jersey hint?",greg
https://sports.yahoo.com/news/alex-ovechkin-capitals-stars-finally-shine-vs-penguins-040615820.html,"Alex Ovechkin, Capitals stars finally shine vs. Penguins",greg
https://sports.yahoo.com/news/skate-kick-players-neck-gets-2-game-iihf-suspension-133755375.html,Skate kick at player’s neck only gets 2-game IIHF suspension,greg
https://sports.yahoo.com/news/holtby-saves-capitals-fleurys-dominance-fades-032455985.html,"Holtby saves Capitals, while Fleury’s dominance fades",greg
https://sports.yahoo.com/news/nhl-three-stars-corey-perry-double-ot-hero-072056881.html,"NHL Three Stars: Corey Perry, double-OT hero",greg
https://sports.yahoo.com/news/washington-capitals-playoff-elimination-preparedness-guide-130650548.html,Washington Capitals Playoff Elimination Preparedness Guide,greg
https://sports.yahoo.com/news/penguins-coach-said-series-lead-wont-affect-crosby-call-171227000.html,Penguins coach said series lead won’t affect Sidney Crosby call,greg
https://sports.yahoo.com/news/nhl-goalie-interference-whine-183753488.html,NHL goalie interference and how to whine about it,greg
https://sports.yahoo.com/news/blues-stay-alive-strong-game-5-effort-vs-predators-030632055.html,Blues stay alive with strong Game 5 effort vs. Predators,greg
https://sports.yahoo.com/news/scott-darling-signs-four-year-deal-save-hurricanes-goaltending-003202648.html,Scott Darling signs four-year deal to save Hurricanes' goaltending,greg
https://sports.yahoo.com/news/tanner-glass-hears-cheers-quiets-haters-rangers-040716261.html,"Tanner Glass hears cheers, quiets haters for Rangers",greg
https://sports.yahoo.com/news/belarus-iihf-team-degraded-french-officials-searches-150026839.html,Belarus IIHF team ‘degraded’ by French officials’ searches,greg
https://sports.yahoo.com/news/five-reasons-alex-ovechkins-third-line-demotion-work-171030062.html,Five reasons why Alex Ovechkin’s third-line demotion could save Capitals,greg
https://sports.yahoo.com/news/vegas-gm-khl-talent-raid-need-nhl-star-power-210055345.html,"Vegas GM on KHL talent raid, need for NHL star power",greg
https://sports.yahoo.com/news/don-cherry-blasts-nick-bonino-embellishment-vs-capitals-021057670.html,Don Cherry blasts Nick Bonino for embellishment vs. Capitals,greg
https://sports.yahoo.com/news/puck-soup-sidney-crosbys-concussion-chris-johnston-sportsnet-131954059.html,"Puck Soup: Sidney Crosby's concussion, Chris Johnston of Sportsnet!",greg
https://sports.yahoo.com/news/diving-stanley-cup-playoffs-will-get-everywhere-141446083.html,Diving in the Stanley Cup Playoffs will get you everywhere,greg
https://sports.yahoo.com/news/sidney-crosby-not-ruled-game-5-skates-penguins-163526518.html,"Sidney Crosby not ruled out for Game 5, skates with Penguins",greg
https://sports.yahoo.com/news/marek-vs-wyshynski-crosby-concussion-elliotte-friedman-rob-rossi-135055444.html,"Marek Vs. Wyshynski: Crosby concussion, Elliotte Friedman on Rob Rossi",greg
https://sports.yahoo.com/news/conn-smythe-watch-whos-leading-nhl-playoff-mvp-race-162004859.html,Conn Smythe Watch: Who's leading NHL playoff MVP race?,greg
https://sports.yahoo.com/news/will-penguins-compensate-loss-sidney-crosby-175328077.html,How will Penguins compensate for loss of Sidney Crosby?,greg
https://sports.yahoo.com/news/senators-slapped-face-rangers-game-3-030355195.html,Senators were ‘slapped in the face’ by Rangers in Game 3,greg
https://sports.yahoo.com/news/rangers-dominate-senators-game-3-win-cut-series-2-1-013714727.html,"Rangers dominate Senators in Game 3 win, cut series to 2-1",greg
https://sports.yahoo.com/news/pittsburgh-columnist-wants-ovechkin-banned-calls-trotz-loser-134313509.html,"Pittsburgh columnist wants Ovechkin banned, calls Trotz a loser",greg
https://sports.yahoo.com/news/matt-niskanen-wont-suspended-injuring-sidney-crosby-143845752.html,Matt Niskanen won’t be suspended for injuring Sidney Crosby,greg
https://sports.yahoo.com/news/deserve-nhl-hot-takes-just-not-mike-milbury-195411824.html,"We deserve NHL hot takes, just not from Mike Milbury",greg
https://sports.yahoo.com/news/marc-andre-fleurys-awesome-desperation-stick-save-vs-capitals-video-015255088.html,"Marc-Andre Fleury’s awesome, desperation stick save vs. Capitals (Video)",greg
https://sports.yahoo.com/news/gary-bettman-avoids-moonlight-oscars-gaffe-draft-lottery-141420529.html,How Gary Bettman avoids 'Moonlight' Oscars gaffe at Draft Lottery,greg
https://sports.yahoo.com/news/buffalo-sabres-gm-search-reading-lines-154700179.html,Buffalo Sabres' GM search and reading between lines,greg
https://sports.yahoo.com/news/can-braden-holtby-save-capitals-game-3-vs-penguins-180938183.html,Can Braden Holtby save Capitals in Game 3 vs. Penguins?,greg
https://sports.yahoo.com/news/connor-mcdavids-defense-issue-oilers-coach-191858349.html,Connor McDavid’s defense an issue for Oilers coach,greg
https://sports.yahoo.com/news/bobby-roode-tye-dillinger-predators-vs-blues-nxt-fight-video-202250688.html,"Bobby Roode, Tye Dillinger have Predators vs. Blues NXT fight (Video)",greg
https://sports.yahoo.com/news/nhl-three-stars-pageau-fleury-fuel-game-2-wins-041720647.html,"NHL Three Stars: Pageau, Fleury fuel Game 2 wins",greg
https://sports.yahoo.com/news/capitals-running-answers-time-vs-penguins-152101482.html,"Capitals running out of answers, time vs. Penguins",greg
https://sports.yahoo.com/news/penguins-humble-capitals-game-2-holtby-pulled-031627888.html,"Penguins humble Capitals in Game 2, as Holtby is pulled",greg
https://sports.yahoo.com/news/nbc-debuts-2nd-puck-cam-capitals-vs-penguins-gets-weird-video-023458195.html,NBC debuts '2nd Puck Cam' as Capitals vs. Penguins gets weird (Video),greg
https://sports.yahoo.com/news/devils-surprise-nhl-draft-lottery-winner-flyers-make-huge-move-no-2-003906504.html,"Devils surprise NHL Draft Lottery winner, Flyers' huge move to No. 2",greg
https://sports.yahoo.com/news/nhl-draft-lottery-2017-guide-want-win-142720308.html,NHL Draft Lottery 2017 Guide: Who do you want to win it?,greg
https://sports.yahoo.com/news/nhl-three-stars-penguins-senators-take-game-1-034235408.html,"NHL Three Stars: Penguins, Senators take Game 1",greg
https://sports.yahoo.com/news/nhl-cramming-vegas-expansion-draft-awards-show-142828272.html,Why NHL is cramming Vegas Expansion Draft into Awards Show,greg
https://sports.yahoo.com/news/scrambling-excuses-ottawa-senators-failure-sell-155958856.html,Scrambling for excuses on Ottawa Senators’ failure to sell out,greg
https://sports.yahoo.com/news/nhl-fans-pressuring-teams-sexual-assault-domestic-violence-183350334.html,"NHL fans pressuring teams on sexual assault, domestic violence",greg
https://sports.yahoo.com/news/capitals-swear-not-go-vs-penguins-191316254.html,Capitals swear it's not 'here we go again' vs. Penguins,greg
https://sports.yahoo.com/news/penguins-draw-first-blood-vs-capitals-thanks-fleury-crosby-023132232.html,"Penguins draw first blood vs. Capitals thanks to Fleury, Crosby",greg
https://sports.yahoo.com/news/mark-messier-leadership-award-finalists-foligno-vs-getzlaf-vs-giordano-010530586.html,Mark Messier Leadership Award Finalists: Foligno vs. Getzlaf vs. Giordano,greg
https://sports.yahoo.com/news/puck-soup-sarah-baicker-espn-layoffs-nhl-playoffs-round-2-podcast-142932717.html,"Puck Soup: Sarah Baicker, ESPN layoffs and NHL Playoffs Round 2 (Podcast)",greg
https://sports.yahoo.com/news/st-louis-blues-shut-racist-p-k-subban-twitter-joke-152718353.html,St. Louis Blues shut down racist P.K. Subban Twitter joke,greg
https://sports.yahoo.com/news/capitals-vs-penguins-8-keys-victory-stanley-cup-playoff-series-172751208.html,Capitals vs. Penguins: 8 keys to victory in Stanley Cup Playoff series,greg
https://sports.yahoo.com/news/p-k-subbans-3-point-night-leads-predators-game-1-win-033201019.html,P.K. Subban’s 3-point night leads Predators to Game 1 win,greg
https://sports.yahoo.com/news/kevin-fiala-predators-stretchered-off-game-1-vs-blues-video-013935559.html,Kevin Fiala of Predators stretchered off in Game 1 vs. Blues (Video),greg
https://sports.yahoo.com/news/bruce-cassidy-rewarded-bruins-officially-now-head-coach-132630916.html,"Bruce Cassidy rewarded by Bruins, officially now head coach",greg
http://sports.yahoo.com/news/travis-green-canucks-new-coach-right-choice-report-152947224.html,"Travis Green is Canucks’ new coach, and the right choice: Report",greg
http://sports.yahoo.com/news/marek-vs-wyshynski-time-blackhawks-pay-bill-125701409.html,Marek Vs. Wyshynski: Time for Blackhawks to pay the bill (Podcast),greg
http://sports.yahoo.com/news/one-move-set-toronto-maple-leafs-playoff-magic-161157746.html,One move that set up Toronto Maple Leafs’ playoff magic,greg
http://sports.yahoo.com/news/canadiens-crisis-center-clouded-alex-galchenyuks-status-224511470.html,Canadiens crisis at center clouded by Alex Galchenyuk’s status,greg
https://ca.sports.yahoo.com/news/blackhawks-coach-joel-quenneville-upset-assistants-firing-report-221533261.html,Blackhawks coach Joel Quenneville upset over assistant’s firing: Report,greg
http://sports.yahoo.com/news/maybe-year-washington-capitals-034209773.html,Maybe this is the year for Washington Capitals?,greg
http://sports.yahoo.com/news/canadiens-waste-opportunity-p-k-subban-plays-044152208.html,Canadiens ‘waste opportunity’ as P.K. Subban plays on,greg
http://sports.yahoo.com/news/oilers-eliminate-sharks-get-popcorn-bath-bench-051935339.html,"Oilers eliminate Sharks, get popcorn bath on bench",greg
http://sports.yahoo.com/news/goalies-jump-line-brawl-echl-playoff-game-video-164647341.html,Goalies jump into line brawl during ECHL playoff game (Video),greg
http://sports.yahoo.com/news/rangers-eliminate-canadiens-thanks-zuccarello-lundqvist-025435331.html,"Rangers eliminate Canadiens thanks to Zuccarello, Lundqvist",greg
http://sports.yahoo.com/news/lady-byng-trophy-finalists-gaudreau-vs-granlund-vs-tarasenko-020854479.html,Lady Byng Trophy Finalists: Gaudreau vs. Granlund vs. Tarasenko,greg
http://sports.yahoo.com/news/wild-coach-boudreau-says-blues-werent-better-team-011940602.html,Wild coach Boudreau says Blues 'weren’t the better team',greg
http://sports.yahoo.com/news/blackhawks-gm-backs-quenneville-vows-never-let-happen-154839941.html,"Blackhawks GM backs Quenneville, vows to ‘never let this happen again’",greg
http://sports.yahoo.com/news/eric-staal-hospitalized-collision-boards-game-5-214305187.html,Eric Staal hospitalized after collision with boards in Game 5,greg
http://sports.yahoo.com/news/blues-eliminate-wild-unlikely-duo-scores-game-5-ot-goal-video-231359344.html,"Blues eliminate Wild, unlikely duo scores Game 5 OT goal (Video)",greg
http://sports.yahoo.com/news/ten-reasons-chicago-blackhawks-flopped-stanley-cup-playoffs-145106302.html,Ten reasons the Chicago Blackhawks flopped in Stanley Cup Playoffs,greg
http://sports.yahoo.com/news/terry-pegula-learned-anything-sabres-failures-165748314.html,Has Terry Pegula learned anything from Sabres’ failures?,greg
http://sports.yahoo.com/news/norris-trophy-finalists-burns-vs-hedman-vs-karlsson-184605025.html,Norris Trophy Finalists: Burns vs. Hedman vs. Karlsson,greg
https://ca.sports.yahoo.com/news/buffalo-sabres-fire-dan-bylsma-tim-murray-stunning-housecleaning-145112982.html,"Buffalo Sabres fire Dan Bylsma, Tim Murray in stunning housecleaning",greg
https://ca.sports.yahoo.com/news/bruins-fan-dresses-dion-phaneuf-pylon-evokes-sloppy-seconds-photo-140412823.html,"Bruins fan dresses as Dion Phaneuf pylon, evokes ‘sloppy seconds’ (Photo)",greg
http://sports.yahoo.com/news/bettman-says-nhl-not-considering-playoff-format-change-173713373.html,Bettman says NHL not considering playoff format change,greg
http://sports.yahoo.com/news/puck-soup-amanda-stein-nhl-playoffs-p-k-subban-scary-mascots-podcast-200232883.html,"Puck Soup: Amanda Stein on NHL Playoffs, P.K. Subban, scary mascots (Podcast)",greg
http://sports.yahoo.com/news/nhl-linesman-suing-dennis-wideman-10-25m-ice-assault-212640790.html,NHL linesman suing Dennis Wideman for $10.25M after on-ice assault,greg
http://sports.yahoo.com/news/jack-eichel-wont-sign-sabres-extension-bylsma-coach-report-151857883.html,Jack Eichel won’t sign Sabres extension if Bylsma is coach: Report,greg
http://sports.yahoo.com/news/edmonton-oilers-inspire-many-terrible-playoff-anthems-video-195508033.html,Edmonton Oilers inspire many terrible playoff anthems (Video),greg
http://sports.yahoo.com/news/penguins-fan-punches-blue-jackets-fan-scurries-away-video-215936460.html,"Penguins fan punches Blue Jackets fan, scurries away (Video)",greg
http://sports.yahoo.com/news/rick-nash-leads-way-rangers-game-4-win-030914788.html,Rick Nash leads the way in Rangers’ Game 4 win,greg
http://sports.yahoo.com/news/pierre-mcguire-slams-refs-non-call-bruins-vs-senators-ot-video-035543561.html,Pierre McGuire slams refs for non-call in Bruins vs. Senators OT (Video),greg
http://sports.yahoo.com/news/predators-3-0-blackhawks-overtime-stunner-video-054158217.html,Predators up 3-0 on Blackhawks after overtime stunner (Video),greg
http://sports.yahoo.com/news/corey-perry-gets-lucky-bounce-ducks-go-3-0-video-062346760.html,"Corey Perry gets lucky bounce, Ducks go up 3-0 (Video)",greg
http://sports.yahoo.com/news/nhl-three-stars-night-overtimes-071500958.html,NHL Three Stars: Night of overtimes,greg
http://sports.yahoo.com/news/capitals-face-failures-falling-behind-maple-leafs-151546137.html,Capitals face their failures in falling behind Maple Leafs,greg
http://sports.yahoo.com/news/nhl-team-facing-playoff-sweep-isnt-totally-dead-171429363.html,Which NHL team facing playoff sweep isn’t totally dead?,greg
http://sports.yahoo.com/news/tortorella-hopes-blue-jackets-listen-crappy-victory-music-185335094.html,John Tortorella hopes Blue Jackets listen to their crappy victory music,greg
http://sports.yahoo.com/news/zack-werenskis-bloody-face-honored-blue-jackets-fans-shirt-photo-232018633.html,Zack Werenski’s bloody face honored on Blue Jackets fan’s shirt (Photo),greg
https://ca.sports.yahoo.com/news/zack-werenskis-bloody-face-honored-blue-jackets-fans-shirt-photo-232018633.html,Zach Werenski’s bloody face honored on Blue Jackets fan’s shirt (Photo),greg
https://ca.sports.yahoo.com/news/corey-crawford-interfered-key-predators-goal-video-044845176.html,Was Corey Crawford interfered with on key Predators’ goal? (Video),greg
http://sports.yahoo.com/news/maple-leafs-shock-capitals-game-3-bozak-ot-goal-video-021753945.html,Maple Leafs shock Capitals in Game 3 on Bozak OT goal (Video),greg
http://sports.yahoo.com/news/bad-bounce-causes-nightmare-goof-bobby-ryan-video-011759377.html,Bad bounce causes nightmare goof for Bobby Ryan (Video),greg
http://sports.yahoo.com/news/jake-allen-made-us-look-stupid-stanley-cup-playoffs-152923104.html,Jake Allen has made us all look stupid in the Stanley Cup Playoffs,greg
http://sports.yahoo.com/news/toronto-maple-leafs-dart-guy-backlash-predictably-begins-170738350.html,Toronto Maple Leafs 'Dart Guy' backlash predictably begins,greg
http://sports.yahoo.com/news/denna-laing-finishes-boston-marathon-bobby-carpenter-assist-video-191614179.html,"Denna Laing finishes Boston Marathon, with a Bobby Carpenter assist (Video)",greg
http://sports.yahoo.com/news/zach-werenski-gushes-blood-penguins-score-controversial-play-video-005835019.html,"Zach Werenski gushes blood, Penguins score on controversial play (Video)",greg
http://sports.yahoo.com/nba/blog/ball_dont_lie/post/everyone-look-at-joe-johnsons-giant-truck?urn=nba%2Cwp5970,Everyone look at Joe Johnson’s giant truck,greg
http://sports.yahoo.com/news/echl-player-ejected-seven-cross-checks-fallen-player-video-150755723.html,ECHL player ejected after seven cross-checks to fallen player (Video),greg
http://sports.yahoo.com/news/ryan-hartman-wont-suspended-cheap-shot-vs-predators-234453685.html,Ryan Hartman won’t be suspended for cheap shot vs. Predators,greg
https://ca.sports.yahoo.com/news/flames-booth-caught-trashing-stupid-dougie-hamilton-hot-mic-video-130840287.html,Flames booth caught trashing ‘stupid’ Dougie Hamilton on hot mic (Video),greg
